hashtag_H 	 cluster_C_leader(userID) 	 relative_frequency_H_C 	 frequency_H_in_C 	 frequency_H_overall 	 count_H_in_C 	 count_hashtags_in_C 	 count_H_entire_dataset 	 count_hashtags_entire_dataset
COVID19 	 885212127866257410 	 11.5049531309 	 .3289473684 	 25 	 1096 	 3047 	 106569
BTC 	 885212127866257410 	 73.8012650304 	 .0131578947 	 1 	 3 	 19 	 106569
COVID19 	 885212127866257410 	 11.5049531309 	 .3289473684 	 25 	 1096 	 3047 	 106569
Russian 	 885212127866257410 	 1.5528501519 	 .0131578947 	 1 	 397 	 903 	 106569
Ukraine 	 885212127866257410 	 .0000021641 232 .0000656851 	 .0131578947 	 1 	 2509 83 4 	 6080 232 7 	 106569
Nowruz 	 885212127866257410 	 350.5565496092 	 .0131578947 	 1 	 2 	 4 	 106569
COVID19 	 885212127866257410 	 11.5049531309 	 .3289473684 	 25 	 1096 	 3047 	 106569
Ethiopia 	 885212127866257410 	 107.8634431978 	 .0131578947 	 1 	 6 	 13 	 106569
Tigray 	 885212127866257410 	 82.4837776844 	 .0131578947 	 1 	 6 	 17 	 106569
Statement 	 885212127866257410 	 467.4091479075 	 .0131578947 	 1 	 1 	 3 	 106569
WearAMask 	 885212127866257410 	 6.8401156185 	 .0131578947 	 1 	 28 	 205 	 106569
InternationalWomensDay2022 	 885212127866257410 	 58.4259878280 	 .0131578947 	 1 	 5 	 24 	 106569
COVID19 	 885212127866257410 	 11.5049531309 	 .3289473684 	 25 	 1096 	 3047 	 106569
GOEST 	 885212127866257410 	 701.1130992185 	 .0263157894 	 2 	 2 	 4 	 106569
GOEST 	 885212127866257410 	 701.1130992185 	 .0263157894 	 2 	 2 	 4 	 106569
COVID19 	 885212127866257410 	 11.5049531309 	 .3289473684 	 25 	 1096 	 3047 	 106569
Bahrain 	 885212127866257410 	 400.6355992454 	 .0263157894 	 2 	 3 	 7 	 106569
COVID19 	 885212127866257410 	 11.5049531309 	 .3289473684 	 25 	 1096 	 3047 	 106569
HealthForAll 	 885212127866257410 	 200.3177996227 	 .0131578947 	 1 	 1 	 7 	 106569
COVID19 	 885212127866257410 	 11.5049531309 	 .3289473684 	 25 	 1096 	 3047 	 106569
COVID19 	 885212127866257410 	 11.5049531309 	 .3289473684 	 25 	 1096 	 3047 	 106569
COVID19 	 885212127866257410 	 11.5049531309 	 .3289473684 	 25 	 1096 	 3047 	 106569
COVID19 	 885212127866257410 	 11.5049531309 	 .3289473684 	 25 	 1096 	 3047 	 106569
COVID19 	 885212127866257410 	 11.5049531309 	 .3289473684 	 25 	 1096 	 3047 	 106569
COVID19 	 885212127866257410 	 11.5049531309 	 .3289473684 	 25 	 1096 	 3047 	 106569
COVID19 	 885212127866257410 	 11.5049531309 	 .3289473684 	 25 	 1096 	 3047 	 106569
DisabilityInclusion 	 885212127866257410 	 701.1149671499 	 .0131578947 	 1 	 1 	 2 	 106569
Luanda 	 885212127866257410 	 701.1149671499 	 .0131578947 	 1 	 1 	 2 	 106569
Vaccine 	 885212127866257410 	 66.7725659890 	 .0131578947 	 1 	 6 	 21 	 106569
COVID19 	 885212127866257410 	 11.5049531309 	 .3289473684 	 25 	 1096 	 3047 	 106569
Starship 	 885212127866257410 	 701.1149671499 	 .0131578947 	 1 	 1 	 2 	 106569
SpaceX 	 885212127866257410 	 100.1588998113 	 .0131578947 	 1 	 5 	 14 	 106569
VaccinEquity 	 885212127866257410 	 140.2223956929 	 .0131578947 	 1 	 3 	 10 	 106569
LearnEnglish 	 915201181500297216 	 1224.9343213490 	 .0344827586 	 1 	 1 	 3 	 106569
English 	 915201181500297216 	 1 918.6999251351 	 1 .0344827586 	 1 1 	 1 	 4 	 106569
Inglês 	 915201181500297216 	 1837.4047455387 	 .0344827586 	 1 	 1 	 2 	 106569
ingilizce 	 915201181500297216 	 1837.4047455387 	 .0344827586 	 1 	 1 	 2 	 106569
Inggris 	 915201181500297216 	 1837.4047455387 	 .0344827586 	 1 	 1 	 2 	 106569
AHAJournals 	 915201181500297216 	 1837.4047455387 	 .0344827586 	 1 	 1 	 2 	 106569
CardioOnc 	 915201181500297216 	 1837.4047455387 	 .0344827586 	 1 	 1 	 2 	 106569
CVSummit 	 915201181500297216 	 1837.3998502702 	 .0689655172 	 2 	 2 	 4 	 106569
TheBachelor 	 915201181500297216 	 54.0410789046 	 .0344827586 	 1 	 6 	 68 	 106569
WWERaw 	 915201181500297216 	 1837.4047455387 	 .0344827586 	 1 	 1 	 2 	 106569
911LoneStar 	 915201181500297216 	 1837.4047455387 	 .0344827586 	 1 	 1 	 2 	 106569
IHaveAPreexistingCondition 	 915201181500297216 	 334.0721336569 	 .0344827586 	 1 	 3 	 11 	 106569
CVSummit 	 915201181500297216 	 1837.3998502702 	 .0689655172 	 2 	 2 	 4 	 106569
Transplantation 	 915201181500297216 	 1837.4047455387 	 .0344827586 	 1 	 1 	 2 	 106569
InternalMedicine 	 915201181500297216 	 1837.4047455387 	 .0344827586 	 1 	 1 	 2 	 106569
IMProud 	 915201181500297216 	 1837.4047455387 	 .0344827586 	 1 	 1 	 2 	 106569
DynamX 	 915201181500297216 	 1837.4047455387 	 .0344827586 	 1 	 1 	 2 	 106569
TruckersConvoy2022 	 935349971129311233 	 4.6054023275 	 .0028089887 	 1 	 10 	 65 	 106569
freeher 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
JusticeForVeronicaNelson 	 935349971129311233 	 74.8379135883 	 .0028089887 	 1 	 1 	 4 	 106569
AwakenChurchSD 	 935349971129311233 	 97.2891342759 	 .0365168539 	 13 	 13 	 40 	 106569
Lakeside 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
RanaPlaza 	 935349971129311233 	 149.6758298409 	 .0056179775 	 2 	 2 	 4 	 106569
RanaPlaza 	 935349971129311233 	 149.6758298409 	 .0056179775 	 2 	 2 	 4 	 106569
EU 	 935349971129311233 	 1.6817478968 	 .0028089887 	 1 	 71 	 178 	 106569
SandM 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
kinky 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
Jesus 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
AwakenChurchSD 	 935349971129311233 	 97.2891342759 	 .0365168539 	 13 	 13 	 40 	 106569
bondage 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
whateverfloatsyourboat 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
AwakenChurchSD 	 935349971129311233 	 97.2891342759 	 .0365168539 	 13 	 13 	 40 	 106569
Rojava 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
Hero 	 935349971129311233 	 74.8379135883 	 .0028089887 	 1 	 2 	 4 	 106569
AwakenChurchSD 	 935349971129311233 	 97.2891342759 	 .0365168539 	 13 	 13 	 40 	 106569
cancer 	 935349971129311233 	 2 17.6088960074 	 2 .0028089887 	 2 1 	 5 	 17 	 106569
ShaunFrederickson 	 935349971129311233 	 99.7839734003 	 .0028089887 	 1 	 1 	 3 	 106569
AwakenChurchSD 	 935349971129311233 	 97.2891342759 	 .0365168539 	 13 	 13 	 40 	 106569
freetherefugees 	 935349971129311233 	 74.8379135883 	 .0028089887 	 1 	 1 	 4 	 106569
letthemstay 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
BreonnaTaylor 	 935349971129311233 	 9.3547236215 	 .0028089887 	 1 	 11 	 32 	 106569
OtD 	 935349971129311233 	 6.9616548581 	 .0056179775 	 2 	 43 	 86 	 106569
WorstPMever 	 935349971129311233 	 74.8379135883 	 .0028089887 	 1 	 2 	 4 	 106569
BREAKING 	 935349971129311233 	 2.1351720909 	 .0140449438 	 5 	 362 	 701 	 106569
KnockForum 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
AwakenChurchSD 	 935349971129311233 	 97.2891342759 	 .0365168539 	 13 	 13 	 40 	 106569
KanyeWest 	 935349971129311233 	 29.9351175829 	 .0028089887 	 1 	 4 	 10 	 106569
Jay 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
Grammys 	 935349971129311233 	 9.3547236215 	 .0028089887 	 1 	 16 	 32 	 106569
CallTheElectionFFFFFFhead 	 935349971129311233 	 14.9675587914 	 .0028089887 	 1 	 3 	 20 	 106569
AwakenChurchSD 	 935349971129311233 	 97.2891342759 	 .0365168539 	 13 	 13 	 40 	 106569
TuckerCarlson 	 935349971129311233 	 28.5096348539 	 .0056179775 	 2 	 6 	 21 	 106569
ChristianNationalism 	 935349971129311233 	 99.7837093294 	 .0112359550 	 4 	 4 	 12 	 106569
AmericasTaliban 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
protest 	 935349971129311233 	 1 5.0737479180 	 1 .0028089887 	 1 1 	 23 	 59 	 106569
AwakenChurchSD 	 935349971129311233 	 97.2891342759 	 .0365168539 	 13 	 13 	 40 	 106569
TuckerCarlson 	 935349971129311233 	 28.5096348539 	 .0056179775 	 2 	 6 	 21 	 106569
SanMarcos 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
bondibeach 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
NSWpol 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
NSWFloods 	 935349971129311233 	 13.0152667051 	 .0028089887 	 1 	 6 	 23 	 106569
TransDayOfVisibility 	 935349971129311233 	 99.7839734003 	 .0028089887 	 1 	 1 	 3 	 106569
TransDayOfVisibilty 	 935349971129311233 	 74.8379135883 	 .0028089887 	 1 	 2 	 4 	 106569
TransDayOfVengeance 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
themmnnt 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
AwakenChurchSD 	 935349971129311233 	 97.2891342759 	 .0365168539 	 13 	 13 	 40 	 106569
AwakenChurchSD 	 935349971129311233 	 97.2891342759 	 .0365168539 	 13 	 13 	 40 	 106569
Budget22 	 935349971129311233 	 42.7644732214 	 .0028089887 	 1 	 1 	 7 	 106569
Budget2022 	 935349971129311233 	 8.3153089627 	 .0028089887 	 1 	 8 	 36 	 106569
Centrelink 	 935349971129311233 	 99.7839734003 	 .0028089887 	 1 	 1 	 3 	 106569
Flood 	 935349971129311233 	 1 99.7839734003 	 1 .0028089887 	 1 1 	 1 	 3 	 106569
BREAKING 	 935349971129311233 	 2.1351720909 	 .0140449438 	 5 	 362 	 701 	 106569
Oscars 	 935349971129311233 	 4.8807247896 	 .0084269662 	 3 	 76 	 184 	 106569
Oscars 	 935349971129311233 	 4.8807247896 	 .0084269662 	 3 	 76 	 184 	 106569
Oscars 	 935349971129311233 	 4.8807247896 	 .0084269662 	 3 	 76 	 184 	 106569
RaiseTheAge 	 935349971129311233 	 37.4189069479 	 .0028089887 	 1 	 2 	 8 	 106569
deleted 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
SchoolGov 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
Safeguarding 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
CSA 	 935349971129311233 	 59.8702989690 	 .0028089887 	 1 	 2 	 5 	 106569
auspol 	 935349971129311233 	 .8121300178 	 .0140449438 	 5 	 348 	 1843 	 106569
Hillsong 	 935349971129311233 	 42.7644732214 	 .0028089887 	 1 	 2 	 7 	 106569
ScottyFromMarketing 	 935349971129311233 	 21.3822366107 	 .0028089887 	 1 	 3 	 14 	 106569
Corsica 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
AwakenChurchSD 	 935349971129311233 	 97.2891342759 	 .0365168539 	 13 	 13 	 40 	 106569
shaunfrederickson 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
taxthechurch 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
AwakenChurchSD 	 935349971129311233 	 97.2891342759 	 .0365168539 	 13 	 13 	 40 	 106569
ChristianNationalism 	 935349971129311233 	 99.7837093294 	 .0112359550 	 4 	 4 	 12 	 106569
climatechange 	 935349971129311233 	 6.5076333525 	 .0028089887 	 1 	 14 	 46 	 106569
lismorefloods 	 935349971129311233 	 37.4189069479 	 .0028089887 	 1 	 1 	 8 	 106569
insiders 	 935349971129311233 	 1.0182010790 	 .0028089887 	 1 	 87 	 294 	 106569
dominionism 	 935349971129311233 	 149.6758298409 	 .0056179775 	 2 	 2 	 4 	 106569
ChristianNationalism 	 935349971129311233 	 99.7837093294 	 .0112359550 	 4 	 4 	 12 	 106569
AwakenChurchSD 	 935349971129311233 	 97.2891342759 	 .0365168539 	 13 	 13 	 40 	 106569
JusticeforWalker 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
raisetheage 	 935349971129311233 	 149.6758298409 	 .0056179775 	 2 	 2 	 4 	 106569
auspol 	 935349971129311233 	 .8121300178 	 .0140449438 	 5 	 348 	 1843 	 106569
WomensNetwork 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
convoytocanberra 	 935349971129311233 	 99.7839734003 	 .0028089887 	 1 	 1 	 3 	 106569
Justiceforwalker 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
Breaking 	 935349971129311233 	 5.7019263920 	 .0056179775 	 2 	 56 	 105 	 106569
Mariupol 	 935349971129311233 	 .4843869256 	 .0028089887 	 1 	 287 	 618 	 106569
Ukraine 	 935349971129311233 	 .0000013860 232 .0000656851 	 .0084269662 	 3 	 2509 83 4 	 6080 232 7 	 106569
LestWeForget 	 935349971129311233 	 49.8918980844 	 .0028089887 	 1 	 2 	 6 	 106569
Palawa 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
TruckerConvoy2022 	 935349971129311233 	 10.3224547182 	 .0028089887 	 1 	 5 	 29 	 106569
sydneyfloods 	 935349971129311233 	 74.8379135883 	 .0028089887 	 1 	 2 	 4 	 106569
deewhy 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
northernbeaches 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
floods 	 935349971129311233 	 1 1 1 18.7094534739 	 1 1 1 .0028089887 	 1 1 1 1 	 7 	 16 	 106569
UNT 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
Justice4Fred 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
LASDgangs 	 935349971129311233 	 42.7644732214 	 .0028089887 	 1 	 1 	 7 	 106569
auspol 	 935349971129311233 	 .8121300178 	 .0140449438 	 5 	 348 	 1843 	 106569
nswpol 	 935349971129311233 	 5.4427481241 	 .0028089887 	 1 	 10 	 55 	 106569
sydney 	 935349971129311233 	 1 149.6762259486 	 1 .0028089887 	 1 1 	 1 	 2 	 106569
nswfloods 	 935349971129311233 	 33.2612456972 	 .0028089887 	 1 	 2 	 9 	 106569
nzpol 	 935349971129311233 	 29.9351175829 	 .0028089887 	 1 	 1 	 10 	 106569
Palestine 	 935349971129311233 	 2.5155556713 	 .0028089887 	 1 	 18 	 119 	 106569
Lismore 	 935349971129311233 	 33.2612462893 	 .0056179775 	 2 	 6 	 18 	 106569
Lismore 	 935349971129311233 	 33.2612462893 	 .0056179775 	 2 	 6 	 18 	 106569
ukraine 	 935349971129311233 	 2.0364021580 	 .0028089887 	 1 	 44 	 147 	 106569
operationsolidarity 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
sthlm 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
Portland 	 935349971129311233 	 2 59.8702989690 	 2 .0028089887 	 2 1 	 2 	 5 	 106569
AwakenChurchsd 	 935349971129311233 	 74.8378152279 	 .0056179775 	 2 	 2 	 8 	 106569
Taiwan 	 935349971129311233 	 8.5528894358 	 .0028089887 	 1 	 13 	 35 	 106569
Ukraine 	 935349971129311233 	 .0000013860 232 .0000656851 	 .0084269662 	 3 	 2509 83 4 	 6080 232 7 	 106569
WWIII 	 935349971129311233 	 6.8034351551 	 .0028089887 	 1 	 16 	 44 	 106569
Baddie2Baddie 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
auspol 	 935349971129311233 	 .8121300178 	 .0140449438 	 5 	 348 	 1843 	 106569
AndyNgô 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
LIVE 	 935349971129311233 	 16.6306228486 	 .0028089887 	 1 	 8 	 18 	 106569
Minneapolis 	 935349971129311233 	 74.8379135883 	 .0028089887 	 1 	 1 	 4 	 106569
Portland 	 935349971129311233 	 2 59.8702989690 	 2 .0028089887 	 2 1 	 2 	 5 	 106569
PortlandMRRRRRRShooter 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
Ukraine 	 935349971129311233 	 .0000013860 232 .0000656851 	 .0084269662 	 3 	 2509 83 4 	 6080 232 7 	 106569
Iowa 	 935349971129311233 	 9.3547236215 	 .0028089887 	 1 	 9 	 32 	 106569
Arizona 	 935349971129311233 	 14.9675587914 	 .0028089887 	 1 	 6 	 20 	 106569
convoynz2022 	 935349971129311233 	 99.7839734003 	 .0028089887 	 1 	 1 	 3 	 106569
VicPolWatch 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
goldendawn 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
BreastCancer 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
BlackWomen 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
TruckerConvoy 	 935349971129311233 	 1 13.0152667051 	 1 .0028089887 	 1 1 	 2 	 23 	 106569
FreedomConvoy 	 935349971129311233 	 3.2538166762 	 .0028089887 	 1 	 34 	 92 	 106569
F12 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
dumbernats 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
LATEST 	 935349971129311233 	 74.8379135883 	 .0028089887 	 1 	 2 	 4 	 106569
SuperBowl 	 935349971129311233 	 3.0546032370 	 .0028089887 	 1 	 28 	 98 	 106569
Canberra 	 935349971129311233 	 49.8918980844 	 .0028089887 	 1 	 3 	 6 	 106569
emergemen 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
AmirLocke 	 935349971129311233 	 6.8034351551 	 .0028089887 	 1 	 16 	 44 	 106569
jurgenmatthesius 	 935349971129311233 	 149.6758298409 	 .0056179775 	 2 	 2 	 4 	 106569
leannematthesius 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
hillsong 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
AwakenChurchsd 	 935349971129311233 	 74.8378152279 	 .0056179775 	 2 	 2 	 8 	 106569
raisetheage 	 935349971129311233 	 149.6758298409 	 .0056179775 	 2 	 2 	 4 	 106569
Boise 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
BREAKING 	 935349971129311233 	 2.1351720909 	 .0140449438 	 5 	 362 	 701 	 106569
youwerebeautiful 	 935349971129311233 	 74.8379135883 	 .0028089887 	 1 	 3 	 4 	 106569
COVID19 	 935349971129311233 	 .0982445413 	 .0028089887 	 1 	 1096 	 3047 	 106569
antimask 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
Idaho 	 935349971129311233 	 74.8379135883 	 .0028089887 	 1 	 2 	 4 	 106569
breastcancer 	 935349971129311233 	 37.4189069479 	 .0028089887 	 1 	 3 	 8 	 106569
InvasionDay 	 935349971129311233 	 1 49.8918980844 	 1 .0028089887 	 1 1 	 1 	 6 	 106569
Resistance 	 935349971129311233 	 17.6088960074 	 .0028089887 	 1 	 5 	 17 	 106569
InvasionDay2022 	 935349971129311233 	 99.7839734003 	 .0028089887 	 1 	 1 	 3 	 106569
auspol 	 935349971129311233 	 .8121300178 	 .0140449438 	 5 	 348 	 1843 	 106569
landback 	 935349971129311233 	 59.8702989690 	 .0028089887 	 1 	 2 	 5 	 106569
AlwaysWasAlwaysWillBe 	 935349971129311233 	 99.7839734003 	 .0028089887 	 1 	 1 	 3 	 106569
BREAKING 	 935349971129311233 	 2.1351720909 	 .0140449438 	 5 	 362 	 701 	 106569
AustraliaDay 	 935349971129311233 	 29.9351175829 	 .0028089887 	 1 	 3 	 10 	 106569
Hottest100 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
DumpsterFireFilm 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
PatriotFront 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
MelbourneLARPers 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
DDOSecrets 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
ACAB 	 935349971129311233 	 23.0270267390 	 .0028089887 	 1 	 3 	 13 	 106569
OPCAT 	 935349971129311233 	 74.8379135883 	 .0028089887 	 1 	 1 	 4 	 106569
BoycottCarhartt 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
cancer 	 935349971129311233 	 2 17.6088960074 	 2 .0028089887 	 2 1 	 5 	 17 	 106569
MartinLutherKingDay 	 935349971129311233 	 74.8379135883 	 .0028089887 	 1 	 2 	 4 	 106569
FreeTheRefugees 	 935349971129311233 	 99.7837628540 	 .0140449438 	 5 	 6 	 15 	 106569
AusOpen 	 935349971129311233 	 3.7892549301 	 .0028089887 	 1 	 18 	 79 	 106569
MLK 	 935349971129311233 	 1 8.0905730187 	 1 .0028089887 	 1 1 	 11 	 37 	 106569
MLKDay 	 935349971129311233 	 3.1845864714 	 .0028089887 	 1 	 22 	 94 	 106569
Breaking 	 935349971129311233 	 5.7019263920 	 .0056179775 	 2 	 56 	 105 	 106569
TrumpRally 	 935349971129311233 	 5.9870229851 	 .0056179775 	 2 	 46 	 100 	 106569
TrumpRally 	 935349971129311233 	 5.9870229851 	 .0056179775 	 2 	 46 	 100 	 106569
Colleyville 	 935349971129311233 	 10.6911142362 	 .0028089887 	 1 	 6 	 28 	 106569
underwater 	 935349971129311233 	 85.5289479653 	 .0056179775 	 2 	 3 	 7 	 106569
volcano 	 935349971129311233 	 54.4274822102 	 .0056179775 	 2 	 4 	 11 	 106569
warning 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
underwater 	 935349971129311233 	 85.5289479653 	 .0056179775 	 2 	 3 	 7 	 106569
volcano 	 935349971129311233 	 54.4274822102 	 .0056179775 	 2 	 4 	 11 	 106569
COVID 	 935349971129311233 	 1 .6897491277 	 1 .0028089887 	 1 1 	 169 	 434 	 106569
Sofia 	 935349971129311233 	 99.7839734003 	 .0028089887 	 1 	 1 	 3 	 106569
Bulgaria 	 935349971129311233 	 42.7644732214 	 .0028089887 	 1 	 4 	 7 	 106569
FreeTheRefugees 	 935349971129311233 	 99.7837628540 	 .0140449438 	 5 	 6 	 15 	 106569
Djokovic 	 935349971129311233 	 8.5528895881 	 .0056179775 	 2 	 27 	 70 	 106569
jesus 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
Djokovic 	 935349971129311233 	 8.5528895881 	 .0056179775 	 2 	 27 	 70 	 106569
melbourneprotests 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
BlakfullaTwitter 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
illustration 	 935349971129311233 	 99.7839734003 	 .0028089887 	 1 	 1 	 3 	 106569
FreeTheRefugees 	 935349971129311233 	 99.7837628540 	 .0140449438 	 5 	 6 	 15 	 106569
Chicago 	 935349971129311233 	 13.6068703103 	 .0028089887 	 1 	 9 	 22 	 106569
GriftersOfAFeather 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
ChristianNationalism 	 935349971129311233 	 99.7837093294 	 .0112359550 	 4 	 4 	 12 	 106569
dominionism 	 935349971129311233 	 149.6758298409 	 .0056179775 	 2 	 2 	 4 	 106569
jurgenmatthesius 	 935349971129311233 	 149.6758298409 	 .0056179775 	 2 	 2 	 4 	 106569
BREAKING 	 935349971129311233 	 2.1351720909 	 .0140449438 	 5 	 362 	 701 	 106569
Novax 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
FreeTheRefugees 	 935349971129311233 	 99.7837628540 	 .0140449438 	 5 	 6 	 15 	 106569
OtD 	 935349971129311233 	 6.9616548581 	 .0056179775 	 2 	 43 	 86 	 106569
j6 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
FreeNovak 	 935349971129311233 	 59.8702362315 	 .0056179775 	 2 	 3 	 10 	 106569
FreeTheRefugees 	 935349971129311233 	 99.7837628540 	 .0140449438 	 5 	 6 	 15 	 106569
FreeNovak 	 935349971129311233 	 59.8702362315 	 .0056179775 	 2 	 3 	 10 	 106569
AbusiveAvi 	 935349971129311233 	 74.8379135883 	 .0028089887 	 1 	 2 	 4 	 106569
CD1 	 935349971129311233 	 149.6762259486 	 .0028089887 	 1 	 1 	 2 	 106569
TruckerConvoy2022 	 936620120255934466 	 6.0941853367 	 .0016583747 	 1 	 5 	 29 	 106569
ElonMusk 	 936620120255934466 	 4.0166216170 	 .0016583747 	 1 	 12 	 44 	 106569
ThankYouDonWinslow 	 936620120255934466 	 10.3959647946 	 .0016583747 	 1 	 7 	 17 	 106569
